200,2017/10/24,1791.0
201,2017/10/25,1784.0
202,2017/10/26,1786.0
203,2017/10/27,1805.0
204,2017/10/30,1803.0
205,2017/10/31,1800.0
206,2017/11/1,1821.0
207,2017/11/2,1828.0
208,2017/11/6,1826.0
209,2017/11/7,1848.0
210,2017/11/8,1853.0
211,2017/11/9,1847.0
212,2017/11/10,1835.0
213,2017/11/13,1816.0
214,2017/11/15,1778.0
215,2017/11/16,1794.0
216,2017/11/17,1797.0
217,2017/11/20,1793.0
218,2017/11/21,1804.0
219,2017/11/22,1810.0
220,2017/11/24,1814.0
221,2017/11/27,1810.0
222,2017/11/28,1805.0
223,2017/11/29,1819.0
224,2017/11/30,1826.0
225,2017/12/1,1831.0
226,2017/12/4,1820.0
227,2017/12/5,1824.0
228,2017/12/6,1798.0
229,2017/12/7,1820.0
230,2017/12/8,1839.0
231,2017/12/11,1848.0
232,2017/12/12,1849.0
233,2017/12/13,1846.0
234,2017/12/14,1843.0
235,2017/12/15,1827.0
236,2017/12/18,1853.0
237,2017/12/19,1851.0
238,2017/12/20,1856.0
239,2017/12/21,1859.0
240,2017/12/22,1863.0
241,2017/12/25,1865.0
242,2017/12/26,1861.0
243,2017/12/27,1865.0
244,2017/12/28,1854.0
245,2017/12/29,1853.0
